"date","year","month","season","zone","landing"
2006-11-01,2006,11,2,"CN",395.92
2006-11-01,2006,11,2,"CN",534.74
2006-11-01,2006,11,2,"CN",260.58
2006-11-01,2006,11,2,"CN",258.7
2006-11-01,2006,11,2,"CN",359.19
2006-11-01,2006,11,2,"CN",264.43
2006-11-01,2006,11,2,"CN",473.67
2006-11-01,2006,11,2,"CN",476.8
2006-11-01,2006,11,2,"CN",18.97
2006-11-01,2006,11,2,"CN",321.29
2006-11-01,2006,11,2,"CN",155.33
2006-11-01,2006,11,2,"CN",68.91
2006-11-01,2006,11,2,"CN",397.91
2006-11-01,2006,11,2,"CN",189.18
2006-11-01,2006,11,2,"CN",689.34
2006-11-01,2006,11,2,"CN",146.51
2006-11-01,2006,11,2,"CN",236.76
2006-11-01,2006,11,2,"CN",267.72
2006-11-01,2006,11,2,"CN",216.86
2006-11-01,2006,11,2,"CN",342.37
2006-11-01,2006,11,2,"CN",463.39
2006-11-01,2006,11,2,"CN",451.48
2006-11-01,2006,11,2,"CN",700.21
2006-11-01,2006,11,2,"CN",501.29
2006-11-01,2006,11,2,"CN",566.11
2006-11-01,2006,11,2,"CN",97.66
2006-11-01,2006,11,2,"CN",455.92
2006-11-01,2006,11,2,"CN",556.49
2006-11-01,2006,11,2,"CN",323.4
2006-11-01,2006,11,2,"CN",158.44
2006-11-01,2006,11,2,"CN",109.66
2006-11-01,2006,11,2,"CN",358.34
2006-11-01,2006,11,2,"CN",828.81
2006-11-01,2006,11,2,"CN",219.86
2006-11-01,2006,11,2,"CN",227.78
2006-11-01,2006,11,2,"CN",751.38
2006-11-01,2006,11,2,"CN",175.35
2006-11-01,2006,11,2,"CN",341.78
2006-11-01,2006,11,2,"CN",72.87
2006-11-01,2006,11,2,"CN",248.16
2006-11-01,2006,11,2,"CN",149.95
2006-11-01,2006,11,2,"CN",178.27
2006-11-01,2006,11,2,"CN",523.17
2006-11-01,2006,11,2,"CN",259.71
2006-11-01,2006,11,2,"CN",214.82
2006-11-01,2006,11,2,"CN",368.27
2006-11-01,2006,11,2,"CN",316.65
2006-11-01,2006,11,2,"CN",255.25
2006-11-01,2006,11,2,"CN",385.99
2006-11-01,2006,11,2,"CN",661.77
2006-11-01,2006,11,2,"CN",768.93
2006-11-01,2006,11,2,"CN",508.69
2006-11-01,2006,11,2,"CN",34.15
2006-11-01,2006,11,2,"CN",613.24
2006-11-01,2006,11,2,"CN",416.08
2006-11-01,2006,11,2,"CN",149.31
2006-11-01,2006,11,2,"CN",267.08
2006-11-01,2006,11,2,"CN",246.89
2006-11-01,2006,11,2,"CN",276.1
2006-11-01,2006,11,2,"CN",206.24
2006-11-01,2006,11,2,"CN",232.63
2006-11-01,2006,11,2,"CN",500.89
2006-11-01,2006,11,2,"CN",126.85
2006-11-01,2006,11,2,"CN",129.29
2006-11-01,2006,11,2,"CN",33.68
2006-11-01,2006,11,2,"CN",167.51
2006-11-01,2006,11,2,"CN",215.54
2006-11-01,2006,11,2,"CN",245.27
2006-11-01,2006,11,2,"CN",205.07
2006-11-01,2006,11,2,"CN",75.7
2006-11-01,2006,11,2,"CN",306.46
2006-11-01,2006,11,2,"CN",226.66
2006-11-01,2006,11,2,"CN",251.1
2006-11-01,2006,11,2,"CN",132.19
2006-11-01,2006,11,2,"CN",136.78
2006-11-01,2006,11,2,"CN",137.21
2006-11-01,2006,11,2,"CN",481.01
2006-11-01,2006,11,2,"CN",245.07
2006-11-01,2006,11,2,"CN",106.95
2006-11-01,2006,11,2,"CN",82.07
2006-11-01,2006,11,2,"CN",103.13
2006-11-01,2006,11,2,"CN",188.05
2006-11-01,2006,11,2,"CN",163.07
2006-11-01,2006,11,2,"CN",107.31
2006-11-01,2006,11,2,"CN",278.86
2006-11-01,2006,11,2,"CN",416.65
2006-11-01,2006,11,2,"CN",136.76
2006-11-01,2006,11,2,"CN",401.44
2006-11-01,2006,11,2,"CN",206.23
2006-11-01,2006,11,2,"CN",454.26
2006-11-01,2006,11,2,"CN",53.06
2006-11-01,2006,11,2,"CN",293.05
2006-11-01,2006,11,2,"CN",290.95
2006-11-01,2006,11,2,"CN",141.85
2006-11-01,2006,11,2,"CN",425.19
2006-11-01,2006,11,2,"CN",536.71
2006-11-01,2006,11,2,"CN",83.72
2006-11-01,2006,11,2,"CN",217.63
2006-11-01,2006,11,2,"CN",451.39
2006-11-01,2006,11,2,"CN",338.75
2006-11-01,2006,11,2,"CN",190.85
2006-11-01,2006,11,2,"CN",302.62
2006-11-01,2006,11,2,"CN",26.16
2006-11-01,2006,11,2,"CN",107.34
2006-11-01,2006,11,2,"CN",289.84
2006-11-01,2006,11,2,"CN",188.52
2006-11-01,2006,11,2,"CN",474.57
2006-11-01,2006,11,2,"CN",533.72
2006-11-01,2006,11,2,"CN",446.67
2006-11-01,2006,11,2,"CN",155.97
2006-11-01,2006,11,2,"CN",288.33
2006-11-01,2006,11,2,"CN",638.31
2006-11-01,2006,11,2,"CN",255.23
2006-11-01,2006,11,2,"CN",155.73
2006-11-01,2006,11,2,"CN",381.76
2006-11-01,2006,11,2,"CN",341.71
2006-11-01,2006,11,2,"CN",208.69
2006-11-01,2006,11,2,"CN",257.94
2006-11-01,2006,11,2,"CN",172.73
2006-11-01,2006,11,2,"CN",176.2
2006-11-01,2006,11,2,"CN",110
2006-11-01,2006,11,2,"CN",129.06
2006-11-01,2006,11,2,"CN",51.33
2006-11-01,2006,11,2,"CN",66.55
2006-11-01,2006,11,2,"CN",92.12
2006-11-01,2006,11,2,"CN",60.9
2006-11-01,2006,11,2,"CN",32.92
2006-11-01,2006,11,2,"CN",76.97
2006-11-01,2006,11,2,"CN",57.03
2006-11-01,2006,11,2,"CN",66.69
2006-11-01,2006,11,2,"CN",100.67
2006-11-01,2006,11,2,"CN",54.99
2006-11-01,2006,11,2,"CN",96.13
2006-11-01,2006,11,2,"CN",97.43
2006-11-01,2006,11,2,"CN",73.01
2006-11-01,2006,11,2,"CN",241.31
2006-11-01,2006,11,2,"CN",66.75
2006-11-01,2006,11,2,"CN",63.03
2006-11-01,2006,11,2,"CN",48.57
2006-11-01,2006,11,2,"CN",42.89
2006-11-01,2006,11,2,"CN",45.71
2006-11-01,2006,11,2,"CN",145.28
2006-11-01,2006,11,2,"CN",86.46
2006-11-01,2006,11,2,"CN",65.42
2006-11-01,2006,11,2,"CN",37.85
2006-11-01,2006,11,2,"CN",26.31
2006-11-01,2006,11,2,"CN",115.93
2006-11-01,2006,11,2,"CN",145.31
2006-11-01,2006,11,2,"CN",38.74
2006-11-01,2006,11,2,"CN",45.13
2006-11-01,2006,11,2,"CN",50.12
2006-11-01,2006,11,2,"CN",239.68
2006-11-01,2006,11,2,"CN",20.06
2006-11-01,2006,11,2,"CN",61.81
2006-11-01,2006,11,2,"CN",151.19
2006-11-01,2006,11,2,"CN",77.39
2006-11-01,2006,11,2,"CN",51.87
2006-11-01,2006,11,2,"CN",51.87
2006-11-01,2006,11,2,"CN",175.34
2006-11-01,2006,11,2,"CN",174.11
2006-11-01,2006,11,2,"CN",64.8
2006-11-01,2006,11,2,"CN",131.97
2006-11-01,2006,11,2,"CN",52.99
2006-11-01,2006,11,2,"CN",71.75
2006-11-01,2006,11,2,"CN",78.2
2006-11-01,2006,11,2,"CN",112.09
2006-11-01,2006,11,2,"CN",76.96
2006-11-01,2006,11,2,"CN",84.64
2006-11-01,2006,11,2,"CN",29.57
2006-11-01,2006,11,2,"CN",60.55
2006-11-01,2006,11,2,"CN",72.4
2006-11-01,2006,11,2,"CN",114.21
2006-11-01,2006,11,2,"CN",47.97
2006-11-01,2006,11,2,"CN",65.15
2006-11-01,2006,11,2,"CN",69.99
2006-11-01,2006,11,2,"CN",93.81
2006-11-01,2006,11,2,"CN",73.88
2006-11-01,2006,11,2,"CN",38.52
2006-11-01,2006,11,2,"CN",55.1
2006-11-01,2006,11,2,"CN",79.23
2006-11-01,2006,11,2,"CN",37.59
2006-11-01,2006,11,2,"CN",209.15
2006-11-01,2006,11,2,"CN",65.69
2006-11-01,2006,11,2,"CN",136.29
2006-11-01,2006,11,2,"CN",25.45
2006-11-01,2006,11,2,"CN",57.29
2006-11-01,2006,11,2,"CN",49.91
2006-11-01,2006,11,2,"CN",57.59
2006-11-01,2006,11,2,"CN",104.65
2006-11-01,2006,11,2,"CN",30.6
2006-11-01,2006,11,2,"CN",205.6
2006-11-01,2006,11,2,"CN",113.68
2006-11-01,2006,11,2,"CN",97.34
2006-11-01,2006,11,2,"CN",103.95
2006-11-01,2006,11,2,"CN",67.61
2006-11-01,2006,11,2,"CN",80.98
2006-11-01,2006,11,2,"CN",71.28
2006-11-01,2006,11,2,"CN",87.78
2006-11-01,2006,11,2,"CN",31.36
2006-11-01,2006,11,2,"CN",46.33
2006-11-01,2006,11,2,"CN",135.67
2006-11-01,2006,11,2,"CN",227.25
2006-11-01,2006,11,2,"CN",97.54
2006-11-01,2006,11,2,"CN",83.69
2006-11-01,2006,11,2,"CN",51.69
2006-11-01,2006,11,2,"CN",46.72
2006-11-01,2006,11,2,"CN",43.99
2006-11-01,2006,11,2,"CN",55.19
2006-11-01,2006,11,2,"CN",56.28
2006-11-01,2006,11,2,"CN",76.69
2006-11-01,2006,11,2,"CN",71.95
2006-11-01,2006,11,2,"CN",128.33
2006-11-01,2006,11,2,"CN",97.54
2006-11-01,2006,11,2,"CN",70.53
2006-11-01,2006,11,2,"CN",120.66
2006-11-01,2006,11,2,"CN",81.92
2006-11-01,2006,11,2,"CN",66.11
2006-11-01,2006,11,2,"CN",77.74
2006-11-01,2006,11,2,"CN",85.68
2006-11-01,2006,11,2,"CN",69.14
2006-11-01,2006,11,2,"CN",88.7
2006-11-01,2006,11,2,"CN",54.73
2006-11-01,2006,11,2,"CN",119.01
2006-11-01,2006,11,2,"CN",37.23
2006-11-01,2006,11,2,"CN",32.83
2006-11-01,2006,11,2,"CN",15.73
2006-11-01,2006,11,2,"CN",212.13
2006-11-01,2006,11,2,"CN",28.68
2006-11-01,2006,11,2,"CN",240.4
2006-11-01,2006,11,2,"CN",243.7
2006-11-01,2006,11,2,"CN",126.65
2006-11-01,2006,11,2,"CN",73.67
2006-11-01,2006,11,2,"CN",33.2
2006-11-01,2006,11,2,"CN",64.73
2006-11-01,2006,11,2,"CN",62.32
2006-11-01,2006,11,2,"CN",59.56
2006-11-01,2006,11,2,"CN",54.27
2006-11-01,2006,11,2,"CN",87.66
2006-11-01,2006,11,2,"CN",257.03
2006-11-01,2006,11,2,"CN",40.43
2006-11-01,2006,11,2,"CN",46.69
2006-11-01,2006,11,2,"CN",53.75
2006-11-01,2006,11,2,"CN",28.72
2006-11-01,2006,11,2,"CN",246.05
2006-11-01,2006,11,2,"CN",224.59
2006-11-01,2006,11,2,"CN",94.75
2006-11-01,2006,11,2,"CN",146.45
2006-11-01,2006,11,2,"CN",116.67
2006-11-01,2006,11,2,"CN",88.62
2006-11-01,2006,11,2,"CN",91.61
2006-11-01,2006,11,2,"CN",239.63
2006-11-01,2006,11,2,"CN",61.71
2006-11-01,2006,11,2,"CN",47.08
2006-11-01,2006,11,2,"CN",114.1
2006-11-01,2006,11,2,"CN",68.02
2006-11-01,2006,11,2,"CN",64.22
2006-11-01,2006,11,2,"CN",64.49
2006-11-01,2006,11,2,"CN",125.97
2006-11-01,2006,11,2,"CN",10.69
2006-11-01,2006,11,2,"CN",129.79
2006-11-01,2006,11,2,"CN",136.59
2006-11-01,2006,11,2,"CN",76.39
2006-11-01,2006,11,2,"CN",58.63
2006-11-01,2006,11,2,"CN",58.53
2006-11-01,2006,11,2,"CN",43.32
2006-11-01,2006,11,2,"CN",316.62
2006-11-01,2006,11,2,"CN",51
2006-11-01,2006,11,2,"CN",46.99
2006-11-01,2006,11,2,"CN",68.81
2006-11-01,2006,11,2,"CN",64.7
2006-11-01,2006,11,2,"CN",174.2
2006-11-01,2006,11,2,"CN",203.08
2006-11-01,2006,11,2,"CN",84.77
2006-11-01,2006,11,2,"CN",93.25
2006-11-01,2006,11,2,"CN",110.65
2006-11-01,2006,11,2,"CN",96.07
2006-11-01,2006,11,2,"CN",101.7
2006-11-01,2006,11,2,"CN",45.87
2006-11-01,2006,11,2,"CN",220.54
2006-11-01,2006,11,2,"CN",198.52
2006-11-01,2006,11,2,"CN",261.83
2006-11-01,2006,11,2,"CN",297.15
2006-11-01,2006,11,2,"CN",106
2006-11-01,2006,11,2,"CN",239.03
2006-11-01,2006,11,2,"CN",59.63
2006-11-01,2006,11,2,"CN",64.13
2006-11-01,2006,11,2,"CN",97.15
2006-11-01,2006,11,2,"CN",144.99
2006-11-01,2006,11,2,"CN",137.17
2006-11-01,2006,11,2,"CN",105.26
2006-11-01,2006,11,2,"CN",251.76
2006-11-01,2006,11,2,"CN",90.55
2006-11-01,2006,11,2,"CN",74.12
2006-11-01,2006,11,2,"CN",111.94
2006-11-01,2006,11,2,"CN",62.27
2006-11-01,2006,11,2,"CN",85.2
2006-11-01,2006,11,2,"CN",148.47
2006-11-01,2006,11,2,"CN",2.36
2006-11-01,2006,11,2,"CN",123.82
2006-11-01,2006,11,2,"CN",88.47
2006-11-01,2006,11,2,"CN",100.21
2006-11-01,2006,11,2,"CN",48.75
2006-11-01,2006,11,2,"CN",227.61
2006-11-01,2006,11,2,"CN",64.93
2006-11-01,2006,11,2,"CN",60.32
2006-11-01,2006,11,2,"CN",9.36
2006-11-01,2006,11,2,"CN",67.7
2006-11-01,2006,11,2,"CN",39.11
2006-11-01,2006,11,2,"CN",83.51
2006-11-01,2006,11,2,"CN",154.1
2006-11-01,2006,11,2,"CN",171.12
2006-11-01,2006,11,2,"CN",125.9
2006-11-01,2006,11,2,"CN",103.35
2006-11-01,2006,11,2,"CN",34.14
2006-11-01,2006,11,2,"CN",64.47
2006-11-01,2006,11,2,"CN",81.12
2006-11-01,2006,11,2,"CN",23.98
2006-11-01,2006,11,2,"CN",126.39
2006-11-01,2006,11,2,"CN",50.34
2006-11-01,2006,11,2,"CN",108.31
2006-11-01,2006,11,2,"CN",90.65
2006-11-01,2006,11,2,"CN",97.75
2006-11-01,2006,11,2,"CN",197.79
2006-11-01,2006,11,2,"CN",16.37
2006-11-01,2006,11,2,"CN",109.28
2006-11-01,2006,11,2,"CN",41.94
2006-11-01,2006,11,2,"CN",48.27
2006-11-01,2006,11,2,"CN",70.77
2006-11-01,2006,11,2,"CN",35.27
2006-11-01,2006,11,2,"CN",62.59
2006-11-01,2006,11,2,"CN",167.35
2006-11-01,2006,11,2,"CN",53.57
2006-11-01,2006,11,2,"CN",82.62
2006-11-01,2006,11,2,"CN",14.44
2006-11-01,2006,11,2,"CN",70
2006-11-01,2006,11,2,"CN",74.98
2006-11-01,2006,11,2,"CN",58.74
2006-11-01,2006,11,2,"CN",79.31
2006-11-01,2006,11,2,"CN",79.55
2006-11-01,2006,11,2,"CN",93.7
2006-11-01,2006,11,2,"CN",53.85
2006-11-01,2006,11,2,"CN",38.11
2006-11-01,2006,11,2,"CN",167.47
2006-11-01,2006,11,2,"CN",115.91
2006-11-01,2006,11,2,"CN",46.18
2006-11-01,2006,11,2,"CN",34.25
2006-11-01,2006,11,2,"CN",54.91
2006-11-01,2006,11,2,"CN",48.61
2006-11-01,2006,11,2,"CN",75.76
2006-11-01,2006,11,2,"CN",87.79
2006-11-01,2006,11,2,"CN",100.62
2006-11-01,2006,11,2,"CN",32.37
2006-11-01,2006,11,2,"CN",144.92
2006-11-01,2006,11,2,"CN",85.41
2006-11-01,2006,11,2,"CN",98.89
2006-11-01,2006,11,2,"CN",127.07
2006-11-01,2006,11,2,"CN",175.84
2006-11-01,2006,11,2,"CN",109.24
2006-11-01,2006,11,2,"CN",101.21
2006-11-01,2006,11,2,"CN",95.23
2006-11-01,2006,11,2,"CN",88.33
2006-11-01,2006,11,2,"CN",105.18
2006-11-01,2006,11,2,"CN",162.25
2006-11-01,2006,11,2,"CN",44.47
2006-11-01,2006,11,2,"CN",112.38
2006-11-01,2006,11,2,"CN",53.79
2006-11-01,2006,11,2,"CN",259.79
2006-11-01,2006,11,2,"CN",156.08
2006-11-01,2006,11,2,"CN",137.43
2006-11-01,2006,11,2,"CN",121.83
2006-11-01,2006,11,2,"CN",81.36
2006-11-01,2006,11,2,"CN",141.01
2006-11-01,2006,11,2,"CN",54.04
2006-11-01,2006,11,2,"CN",27.23
2006-11-01,2006,11,2,"CN",73.47
2006-11-01,2006,11,2,"CN",62.88
2006-11-01,2006,11,2,"CN",97.82
2006-11-01,2006,11,2,"CN",72.47
2006-11-01,2006,11,2,"CN",38.94
2006-11-01,2006,11,2,"CN",97.07
2006-11-01,2006,11,2,"CN",36.25
2006-11-01,2006,11,2,"CN",55.68
2006-11-01,2006,11,2,"CN",104.35
2006-11-01,2006,11,2,"CN",68.92
2006-11-01,2006,11,2,"CN",101.57
2006-11-01,2006,11,2,"CN",77.27
2006-11-01,2006,11,2,"CN",75.79
2006-11-01,2006,11,2,"CN",77.12
2006-11-01,2006,11,2,"CN",133.65
2006-11-01,2006,11,2,"CN",97.47
2006-11-01,2006,11,2,"CN",87.17
2006-11-01,2006,11,2,"CN",51.59
2006-11-01,2006,11,2,"CN",49.63
2006-11-01,2006,11,2,"CN",78.62
2006-11-01,2006,11,2,"CN",50.78
2006-11-01,2006,11,2,"CN",116.87
2006-11-01,2006,11,2,"CN",100.47
2006-11-01,2006,11,2,"CN",65.34
2006-11-01,2006,11,2,"CN",53.23
2006-11-01,2006,11,2,"CN",99.96
2006-11-01,2006,11,2,"CN",58
2006-11-01,2006,11,2,"CN",89.45
2006-11-01,2006,11,2,"CN",275.28
2006-11-01,2006,11,2,"CN",361.55
2006-11-01,2006,11,2,"CN",563.07
2006-11-01,2006,11,2,"CN",63.45
2006-11-01,2006,11,2,"CN",177.14
2006-11-01,2006,11,2,"CN",112.25
2006-11-01,2006,11,2,"CN",251.54
2006-11-01,2006,11,2,"CN",190.88
2006-11-01,2006,11,2,"CN",214.04
2006-11-01,2006,11,2,"CN",612.34
2006-11-01,2006,11,2,"CN",185.03
2006-11-01,2006,11,2,"CN",321.69
2006-11-01,2006,11,2,"CN",347.32
2006-11-01,2006,11,2,"CN",135.3
2006-11-01,2006,11,2,"CN",366.59
2006-11-01,2006,11,2,"CN",415.86
2006-11-01,2006,11,2,"CN",437.17
2006-11-01,2006,11,2,"CN",413.85
2006-11-01,2006,11,2,"CN",307.89
2006-11-01,2006,11,2,"CN",64.63
2006-11-01,2006,11,2,"CN",153.19
2006-11-01,2006,11,2,"CN",28.08
2006-11-01,2006,11,2,"CN",28.68
2006-11-01,2006,11,2,"CN",85.63
2006-11-01,2006,11,2,"CN",262.05
2006-11-01,2006,11,2,"CN",29.63
2006-11-01,2006,11,2,"CN",20.73
2006-11-01,2006,11,2,"CN",24.23
2006-11-01,2006,11,2,"CN",38.53
2006-11-01,2006,11,2,"CN",44.43
2006-11-01,2006,11,2,"CN",15.34
2006-11-01,2006,11,2,"CN",42.64
2006-11-01,2006,11,2,"CN",40.79
2006-11-01,2006,11,2,"CN",96.63
2006-11-01,2006,11,2,"CN",42.07
2006-11-01,2006,11,2,"CN",31.1
2006-11-01,2006,11,2,"CN",52.63
2006-11-01,2006,11,2,"CN",117.33
2006-11-01,2006,11,2,"CN",36.62
2006-11-01,2006,11,2,"CN",155.22
2006-11-01,2006,11,2,"CN",76.29
2006-11-01,2006,11,2,"CN",77.22
2006-11-01,2006,11,2,"CN",435.04
2006-11-01,2006,11,2,"CN",189.96
2006-11-01,2006,11,2,"CN",179.25
2006-11-01,2006,11,2,"CN",29.01
2006-11-01,2006,11,2,"CN",120.33
2006-11-01,2006,11,2,"CN",36.81
2006-11-01,2006,11,2,"CN",40.55
2006-11-01,2006,11,2,"CN",118.6
2006-11-01,2006,11,2,"CN",26.02
2006-11-01,2006,11,2,"CN",29.55
2006-11-01,2006,11,2,"CN",448.88
2006-11-01,2006,11,2,"CN",40.79
2006-11-01,2006,11,2,"CN",202.93
2006-11-01,2006,11,2,"CN",38.68
2006-11-01,2006,11,2,"CN",257.49
2006-11-01,2006,11,2,"CN",110.84
2006-11-01,2006,11,2,"CN",62.01
2006-11-01,2006,11,2,"CN",95.38
2006-11-01,2006,11,2,"CN",21.89
2006-11-01,2006,11,2,"CN",45.06
2006-11-01,2006,11,2,"CN",139.63
2006-11-01,2006,11,2,"CN",54.87
2006-11-01,2006,11,2,"CN",60.25
2006-11-01,2006,11,2,"CN",88.05
2006-11-01,2006,11,2,"CN",44.77
2006-11-01,2006,11,2,"CN",30.53
2006-11-01,2006,11,2,"CN",41.53
2006-11-01,2006,11,2,"CN",139.47
2006-11-01,2006,11,2,"CN",45.28
2006-11-01,2006,11,2,"CN",50.21
2006-11-01,2006,11,2,"CN",239.1
2006-11-01,2006,11,2,"CN",175.38
2006-11-01,2006,11,2,"CN",66.66
2006-11-01,2006,11,2,"CN",31.81
2006-11-01,2006,11,2,"CN",67.3
2006-11-01,2006,11,2,"CN",26.97
2006-11-01,2006,11,2,"CN",101.43
2006-11-01,2006,11,2,"CN",87.67
2006-11-01,2006,11,2,"CN",22.23
2006-11-01,2006,11,2,"CN",91.39
2006-11-01,2006,11,2,"CN",58.44
2006-11-01,2006,11,2,"CN",54.61
2006-11-01,2006,11,2,"CN",26.1
2006-11-01,2006,11,2,"CN",207.65
2006-11-01,2006,11,2,"CN",188.44
2006-11-01,2006,11,2,"CN",34.14
2006-11-01,2006,11,2,"CN",35.67
2006-11-01,2006,11,2,"CN",59.58
2006-11-01,2006,11,2,"CN",65.53
2006-11-01,2006,11,2,"CN",126.31
2006-11-01,2006,11,2,"CN",100.12
2006-11-01,2006,11,2,"CN",71.05
2006-11-01,2006,11,2,"CN",56.41
2006-11-01,2006,11,2,"CN",77.55
2006-11-01,2006,11,2,"CN",50.65
2006-11-01,2006,11,2,"CN",246.37
2006-11-01,2006,11,2,"CN",13.13
2006-11-01,2006,11,2,"CN",43.36
2006-11-01,2006,11,2,"CN",60.69
2006-11-01,2006,11,2,"CN",54.71
2006-11-01,2006,11,2,"CN",27.9
2006-11-01,2006,11,2,"CN",59.02
2006-11-01,2006,11,2,"CN",39.75
2006-11-01,2006,11,2,"CN",29.31
2006-11-01,2006,11,2,"CN",68.22
2006-11-01,2006,11,2,"CN",32.06
2006-11-01,2006,11,2,"CN",190.64
2006-11-01,2006,11,2,"CN",32.02
2006-11-01,2006,11,2,"CN",53.84
2006-11-01,2006,11,2,"CN",27.06
2006-11-01,2006,11,2,"CN",37.45
2006-11-01,2006,11,2,"CN",132.99
2006-11-01,2006,11,2,"CN",86.91
2006-11-01,2006,11,2,"CN",122.79
2006-11-01,2006,11,2,"CN",30.33
2006-11-01,2006,11,2,"CN",46.49
2006-11-01,2006,11,2,"CN",218.25
2006-11-01,2006,11,2,"CN",171.93
2006-11-01,2006,11,2,"CN",72.64
2006-11-01,2006,11,2,"CN",21.61
2006-11-01,2006,11,2,"CN",142.21
2006-11-01,2006,11,2,"CN",46.77
2006-11-01,2006,11,2,"CN",73.16
2006-11-01,2006,11,2,"CN",65.38
2006-11-01,2006,11,2,"CN",107.79
2006-11-01,2006,11,2,"CN",75.04
2006-11-01,2006,11,2,"CN",38.3
2006-11-01,2006,11,2,"CN",89.15
2006-11-01,2006,11,2,"CN",61.11
2006-11-01,2006,11,2,"CN",26.99
2006-11-01,2006,11,2,"CN",5.01
2006-11-01,2006,11,2,"CN",35.7
2006-11-01,2006,11,2,"CN",36.02
2006-11-01,2006,11,2,"CN",114.7
2006-11-01,2006,11,2,"CN",81.82
2006-11-01,2006,11,2,"CN",52.93
2006-11-01,2006,11,2,"CN",83.84
2006-11-01,2006,11,2,"CN",86.24
2006-11-01,2006,11,2,"CN",144.08
2006-11-01,2006,11,2,"CN",180.52
2006-11-01,2006,11,2,"CN",20.21
2006-11-01,2006,11,2,"CN",403.52
2006-11-01,2006,11,2,"CN",331.35
2006-11-01,2006,11,2,"CN",178.97
2006-11-01,2006,11,2,"CN",19.16
2006-11-01,2006,11,2,"CN",21.9
2006-11-01,2006,11,2,"CN",10.91
2006-11-01,2006,11,2,"CN",23.74
2006-11-01,2006,11,2,"CN",93.13
2006-11-01,2006,11,2,"CN",34.84
2006-11-01,2006,11,2,"CN",19.05
2006-11-01,2006,11,2,"CN",44.47
2006-11-01,2006,11,2,"CN",40.21
2006-11-01,2006,11,2,"CN",86.71
2006-11-01,2006,11,2,"CN",45.56
2006-11-01,2006,11,2,"CN",32.07
2006-11-01,2006,11,2,"CN",143.38
2006-11-01,2006,11,2,"CN",144.35
2006-11-01,2006,11,2,"CN",37.23
2006-11-01,2006,11,2,"CN",103.14
2006-11-01,2006,11,2,"CN",584.22
2006-11-01,2006,11,2,"CN",339.88
2006-11-01,2006,11,2,"CN",1.52
2006-11-01,2006,11,2,"CN",27.57
2006-11-01,2006,11,2,"CN",20.1
2006-11-01,2006,11,2,"CN",85.06
2006-11-01,2006,11,2,"CN",47.03
2006-11-01,2006,11,2,"CN",18.51
2006-11-01,2006,11,2,"CN",25.26
2006-11-01,2006,11,2,"CN",45.07
2006-11-01,2006,11,2,"CN",72.77
2006-11-01,2006,11,2,"CN",78.09
2006-11-01,2006,11,2,"CN",131.54
2006-11-01,2006,11,2,"CN",24.36
2006-11-01,2006,11,2,"CN",34.87
2006-11-01,2006,11,2,"CN",443.44
2006-11-01,2006,11,2,"CN",372.76
2006-11-01,2006,11,2,"CN",696.29
2006-11-01,2006,11,2,"CN",459.35
2006-11-01,2006,11,2,"CN",475.37
2006-11-01,2006,11,2,"CN",560.4
2006-11-01,2006,11,2,"CN",449.49
2006-11-01,2006,11,2,"CN",498.37
2006-11-01,2006,11,2,"CN",315.8
2006-11-01,2006,11,2,"CN",247.43
2006-11-01,2006,11,2,"CN",137.98
2006-11-01,2006,11,2,"CN",332.37
2006-11-01,2006,11,2,"CN",357.22
2006-11-01,2006,11,2,"CN",376.33
2006-11-01,2006,11,2,"CN",346.53
2006-11-01,2006,11,2,"CN",446.92
2006-11-01,2006,11,2,"CN",354.13
2006-11-01,2006,11,2,"CN",916.51
2006-11-01,2006,11,2,"CN",129.21
2006-11-01,2006,11,2,"CN",147.18
2006-11-01,2006,11,2,"CN",298.64
2006-11-01,2006,11,2,"CN",59.59
2006-11-01,2006,11,2,"CN",268.25
2006-11-01,2006,11,2,"CN",123.07
2006-11-01,2006,11,2,"CN",251.95
2006-11-01,2006,11,2,"CN",240.67
2006-11-01,2006,11,2,"CN",156.85
2006-11-01,2006,11,2,"CN",134.68
2006-11-01,2006,11,2,"CN",70.7
2006-11-01,2006,11,2,"CN",28.24
2006-11-01,2006,11,2,"CN",26.67
2006-11-01,2006,11,2,"CN",63.84
2006-11-01,2006,11,2,"CN",60.14
2006-11-01,2006,11,2,"CN",25.33
2006-11-01,2006,11,2,"CN",39.72
2006-11-01,2006,11,2,"CN",26.26
2006-11-01,2006,11,2,"CN",46.73
2006-11-01,2006,11,2,"CN",27.47
2006-11-01,2006,11,2,"CN",31.08
2006-11-01,2006,11,2,"CN",40.1
2006-11-01,2006,11,2,"CN",58.8
2006-11-01,2006,11,2,"CN",56.11
2006-11-01,2006,11,2,"CN",101
2006-11-01,2006,11,2,"CN",116.49
2006-11-01,2006,11,2,"CN",28.42
2006-11-01,2006,11,2,"CN",63.57
2006-11-01,2006,11,2,"CN",98.39
2006-11-01,2006,11,2,"CN",193.27
2006-11-01,2006,11,2,"CN",53.97
2006-11-01,2006,11,2,"CN",49.07
2006-11-01,2006,11,2,"CN",27.39
2006-11-01,2006,11,2,"CN",29.3
2006-11-01,2006,11,2,"CN",18.35
2006-11-01,2006,11,2,"CN",15.51
2006-11-01,2006,11,2,"CN",89.54
2006-11-01,2006,11,2,"CN",32.21
2006-11-01,2006,11,2,"CN",83.35
